title,company,experience,salary,location,description,skills,posted
Generative AI Data Analysts - Kashmiri,Welo Data,3-8 Yrs,,Remote,Duration : Ongoing. Employment Type : Full time employee. Experience working from struc...,"QA, Computer vision, Usage, Networking, Artificial Intelligence, Focus, Quality Review, Signalling",1 week ago
Generative AI Data Analysts - Assamese,Welo Data,3-8 Yrs,,Remote,Duration : Ongoing. Employment Type : Full time employee. Experience working from struc...,"QA, Computer vision, Usage, Networking, Artificial Intelligence, Focus, Quality Review, Signalling",1 week ago
Generative AI Data Analysts - Dogri,Welo Data,3-8 Yrs,,Remote,Duration : Ongoing. Employment Type : Full time employee. Experience working from struc...,"QA, Computer vision, Usage, Networking, Artificial Intelligence, Focus, Quality Review, Signalling",1 week ago
Generative AI Data Analysts - Bodo,Welo Data,3-8 Yrs,,Remote,Duration : Ongoing. Employment Type : Full time employee. Experience working from struc...,"QA, Computer vision, Usage, Networking, Artificial Intelligence, Focus, Quality Review, Signalling",1 week ago
Data Analyst,Jewelex India,1-3 Yrs,2-4 Lacs PA,Mumbai (All Areas),Basic to Intermediate Python. Strong analytical and problem-solving skills. Good commun...,"Data Analytics, Power Bi, KPI, Data Analysis, Advanced Excel, Analytics, SQL, Python",2 weeks ago
Data Analyst (AI-Enabled),Zenith Industrial Rubber Products,4-7 Yrs,,Dombivli,. Key Skills: . Must Have Hands-on experience with Claude AI or other LLM tools (ChatGP...,"Business Intelligence, AI, Claude, Data Analysis, Data Analytics, ERP, Generative Ai, Power Bi",2 weeks ago
Data Analyst,Amrita Vishwa Vidyapeetham,1-3 Yrs,,Kollam,"Experience with database systems (SQL, PostgreSQL). Experience in social science resear...","Automation, Social science, Postgresql, Data collection, Workflow, Data Analyst, Research, Continuous improvement",1 week ago
Data Analyst,Iide Education,1-4 Yrs,2.25-6 Lacs PA,Mumbai(Lower Parel West),"With a strong focus on experiential learning, we equip students, graduates, and working...","Data Modeling, n8n, Make, Reporting, ETL Tool, Data Integration, Zapier, Data Visualization",2 weeks ago
Data Analyst,Fairdeal Market,2-4 Yrs,,Gurugram,Analyze complex data sets to identify trends and patterns. Develop and maintain databa...,"database maintenance, python, macros, data analysis, data analytics, predictive analytics, power bi, dashboards",3 weeks ago
Data Analyst,Cabirx Consulting Nashik,3-6 Yrs,,Remote,What we re looking for: 3 6 years of hands-on experience Strong SQL and Python capabili...,"python, data analysis, data analytics, sas, data mining, bi, predictive analytics, power bi",3+ weeks ago
Data Analyst,BVC Logistics,2-5 Yrs,,Mumbai (All Areas),"Update and maintain vehicle master data, manpower deployment records, and escalation ma...","Data Analytics, Data Analysis, Tableau, Analytics, Analysis, Data",3+ weeks ago
Walk in drive || Data Analyst,Lagozon Technologies,,,,"F2F Walk-In(11 July) Role :- DA , SQL saturday :9:00 am - 1:00pm applylink: https://for...","Power BI, Data Analysis, Data Visualization, Tableau, SQL, Python, Bi, Drives",1 day ago
Data Analyst,CES LTD,3-6 Yrs,,Hybrid - Hyderabad,"- Hands-on experience with Tableau, Power BI, or similar data visualization tools and d...","Data Visualization, Tableau, Data Analytics, SQL, Data analysis, Analytics, Data",3+ weeks ago
Data Analyst,Rohan Builders & Developers,4-8 Yrs,,Nagar,Job brief . We are looking for a passionate certified Data AnalystProven working experi...,"database maintenance, data analysis, data analytics, data interpretation, design development, data mining, power bi, data collection",3+ weeks ago
Data Governance Analyst,Mediaradar,2-5 Yrs,,Remote,"Prepare reference data and golden-record candidates for governance certification, flagg...","Analyst, metadata, Data management, Market intelligence, data governance, Data quality, Analytics, Steward",1 week ago
Data Analyst,Yocreativ,1-3 Yrs,,Gurugram,YoCreativ is looking for Data Analyst to join our dynamic team and embark on a rewardin...,"database maintenance, python, data analytics, data analysis, data mining, predictive analytics, business analysis, power bi",3+ weeks ago
Transportation Data Analyst,Azure Power,3-7 Yrs,,Hyderabad,Azure Power is looking for Transportation Data Analyst to join our dynamic team and emb...,"python, macros, data analysis, data analytics, data management, pivot table, power bi, business analysis",3+ weeks ago
Data Analyst,Saven Technologies,3-5 Yrs,,Hyderabad,We are looking for a Data Analyst with a minimum of 2 years of experience in data anal...,"RCA, Root cause analysis, Analytical, Social media, Data analytics, data visualization, Analytics, SQL",3+ weeks ago
Data Analyst,TPM Consultants,3-7 Yrs,,New Delhi,Analyze complex data sets to identify trends and patterns. Develop and maintain databa...,"database maintenance, python, macros, data analysis, data analytics, predictive analytics, power bi, dashboards",3+ weeks ago
Data Analyst,Hashtag Infosystem,3-6 Yrs,,Surat,Fluent In English Speaking (Mandatory) . Good Grip On Ms Word & Excel. Very good commun...,"data analysis, data analytics, forecasting, bi, strong analytical skills, power bi, pivot table, business analysis",3+ weeks ago
Data Analyst,IBS Software Services,2-3 Yrs,,Kochi,Strong experience with SQL from the perspective of doing data analysis from different d...,"python, data analysis, data analytics, data management, data mining, power bi, pivot table, business analysis",3+ weeks ago
Data Analyst,Socialion Media,1-6 Yrs,,Navi Mumbai,Socialion Media is looking for Data Analyst to join our dynamic team and embark on a re...,"database maintenance, python, data analysis, data analytics, data mining, predictive analytics, business analysis, power bi",3+ weeks ago
Data Analyst,Manufapp,1-3 Yrs,,New Delhi,Proven experience as a Data Analyst (1+ years),"python, data analysis, data analytics, data mining, power bi, problem solving, analysis, machine learning",3+ weeks ago
Data Analyst,Energytech Ventures,2-5 Yrs,,Kolkata,Should have hands on knowledge on Python,"Managed services, Excel, Process improvement, Data collection, HTTP, Data analytics, Data Analyst, Powerpoint",3+ weeks ago
Data Analyst (DBT mandatory),Dunboxed,2-6 Yrs,5-13 Lacs PA,Hyderabad,Job Description  Role Overview  We are looking for a Data Analyst with 2+ years of ex...,"Etl Pipelines, GCP, Data Build Tool, Advance Sql, AWS, Power Bi, Data Modeling, Tableau",2 weeks ago
Data Analyst,Bootcoding,1-6 Yrs,,Nagpur,Analyze complex data sets to identify trends and patterns. Develop and maintain databa...,"python, macros, data analysis, data analytics, data management, data mining, predictive analytics, power bi",3+ weeks ago
Workday Data Analyst,Nam Info,2-5 Yrs,,Chennai,"RGS ID: 30269-1 Workday Data Analyst High priority  Work Location: Chennai, TN/ H...","Business process, Analytical skills, Data analysis, Data migration, Data conversion, Data management, Data analytics, Data Analyst",3+ weeks ago
Data Analyst,TIC Fiber,3-6 Yrs,,Chennai,TIC Fiber is looking for Data Analyst to join our dynamic team and embark on a rewardin...,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago
Data Analyst,Nexon Software Solutions,1-4 Yrs,,New Delhi,Analyze complex data sets to identify trends and patterns that inform business decisio...,"python, data analysis, data analytics, oracle, cdc, sas, spotfire, amazon redshift",3 weeks ago
Data Analyst,The Scholar,4-9 Yrs,,New Delhi,Pre Requisite : Any Graduate . 4+ years of experience in data analytics . Collaborate c...,"SQL queries, Automation, Data management, Finance, Issue resolution, Data quality, Data analytics, Data Analyst",3+ weeks ago
Data Analyst,Tattva Foundation,1-4 Yrs,,Lucknow,TattvaFoundation is looking for Data Analyst to join our dynamic team and embark on a r...,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago
Data Analyst,Squareone Insights,2-7 Yrs,,Mumbai,Candidate must possess a bachelor s degree Strong knowledge of and experience with repo...,"Data analysis, SAS, Report writing, Data collection, Packaging, power bi, Advanced Excel, Data analytics",3+ weeks ago
Data Analyst,Velodata Global,1-4 Yrs,,"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore","Strong understanding of data analysis principles, including statistical modeling and ma...","database maintenance, python, data analysis, modeling, data analytics, bi, power bi, problem solving",3+ weeks ago
Data Analyst,Collar Search,5-10 Yrs,,Remote,"Proficiency in SQL (Presto, BigQuery, Snowflake, Redshift, or similar) for data validat...","Customer Data Platform, Treasure Data, Cdp, Data analysis, Data",1 week ago
Client Data Analyst,South Star Software,2-7 Yrs,,Navi Mumbai,Bachelors Degree or equivalent work experience (2+ years). Proficient in Microsoft Exce...,"Environment management, Telecom, Excel, VLOOKUP, Billing, End User Support, Database, Client administration",1 week ago
Statistician/Data Analyst,Two95 International,5-10 Yrs,,Bengaluru,Kannada Mandatory . English Required . Disclaimer: This job posting has been aggregated...,"GIS, Data analysis, Data validation, Analytical, power bi, Data Analyst, Data analytics, data visualization",3+ weeks ago
Data Analyst,Naghavi Fintech,5-9 Yrs,,Bengaluru,Naghavi fintech is looking for Data Analyst to join our dynamic team and embark on a re...,"SAS, Cognos, TIBCO, power bi, Data analytics, Analytics, Data, Data analysis",3+ weeks ago
Data Analyst,Barclays,1-8 Yrs,,Pune,"They will identify new directions for assignments and/ or projects, identifying a combi...","Data analysis, Automation, Data validation, Data migration, Analytical, Data quality, Business strategy, Assistant Vice President",2 weeks ago
Programmer / Data Analyst,Indo Fuji Information Technologies,3-6 Yrs,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","and related tools and frameworks, reviewing code . written by other programmers, requir...","Training, Business Analyst, Quality check, Programming, Data Analyst, Research, Troubleshooting, Testing",3+ weeks ago
Data Analyst,ExcelR,1-4 Yrs,,Bengaluru,Qualification Any Graduate Salary: Not a constraint for right candidate Experience: Fre...,"excel, data extraction, data management, data analytics, data mining, predictive analytics, data visualization, Predictive",3+ weeks ago
Data Analyst,Ocwen Financial Corporation,6-9 Yrs,,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Mid Shift (2PM 11PM), No Travel required Education: Bachelors / master s degree in engi...","Artificial Intelligence, Machine Learning, SQL, Power Bi, Data, Intelligence, Data analysis, Bi",3+ weeks ago
Data Analyst,SkillLabs,0-1 Yrs,3-4.5 Lacs PA,Gurugram,"Strong analytical, problem-solving, and communication skills needed Local candidate fro...","SQL, Bi, Bi Tools, Data Analysis, Data Analytics, Tools, Analytics, Analysis",2 weeks ago
Data Analyst,SkillLabs,0-1 Yrs,3-3.75 Lacs PA,Ludhiana,"Strong analytical, problem-solving, and communication skills needed Local candidate fro...","SQL, BI Tools, BI, Data Analysis, Data Analytics, Analytics, Tools, Analysis",2 weeks ago
Data Analyst,SkillLabs,0-1 Yrs,3-3.75 Lacs PA,Jaipur,"Strong analytical, problem-solving, and communication skills needed Local candidate fro...","SQL, BI Tools, BI, Data Analysis, Data Analytics, Analytics, Analysis, Tools",2 weeks ago
Data Analyst,Paramount Health Services,0-4 Yrs,,Thane,"Strong knowledge on R, Python, SQL, Tableau.   Strong analytical skills to deep-dive ...","Analytical skills, tableau, Machine learning, Data Analyst, Oracle, SQL, Python, Analytical Skill",3+ weeks ago
Data Analysts / HTML Editor,I-tech Infonet,0-2 Yrs,,Rajkot,Fresher can apply . Project Training will be given by company Diploma / Degree/Masters ...,"Training, Adobe Acrobat, PDF, XML, Epub, HTML, Editor, Testing",3+ weeks ago
Data Analyst,Sociomix,0-5 Yrs,,New Delhi,Experience: 0-5 years .,"Data analysis, Statistical analysis, Excel, Data Analyst, data visualization, SQL, Statistics, Data",3+ weeks ago
Data Analyst,Recruitrix Technologies,0-2 Yrs,,Hyderabad,"Any graduate ( preferable with Statistics), other than BE/ B-Tech . 0-2 years of experi...","Graphics, Excel, Data management, Data Analyst, Statistics, Data analysis, Management, Data",3+ weeks ago
Data Analyst,Arcgate,0-5 Yrs,,Udaipur,ArcGate is looking for Data Analyst to join our dynamic team and embark on a rewarding ...,"Data Analyst, Data, Data analysis",3+ weeks ago
DATA ANALYST / DATA EXECUTIVE,Anutech Solutions,0-3 Yrs,,Vijayawada,anutech solutions is looking for DATA ANALYST / DATA EXECUTIVE to join our dynamic team...,"Data Analyst, Data Executive, Data analysis, Data",3+ weeks ago
Data Analyst,Sisco Jobs,0-1 Yrs,,Thrissur,An excellent opportunity is available for freshers to join an upcoming Highway Infrastr...,"IT services, QA, Basic, Data analysis, Manager Quality Assurance, Analytical, Data collection, Data processing",3+ weeks ago
Data Analyst,Snware Research Services,0-3 Yrs,,Gurugram,Comfortable with rotational shifts and Work From office Skills Required Technical and P...,"Data validation, Quality standards, Project tracking, Quality check, Debugging, query, Data Analyst, SPSS",3+ weeks ago
ESG Data Analyst,SAM Manpower & Career Services,2-3 Yrs,7-8 Lacs PA,Delhi / NCR,"ESG Data Analyst with hands-on experience in ESG (not CSR), working with raw real-time ...","Esg Reporting, Data Validation, Scope 1, Scope 2, Power Bi, Ghg Emissions, environmental data tracking, Tableau",1 week ago
Data Analyst,Cisco,4-9 Yrs,,Bengaluru,Experience incorporating AI outputs into data pipelines including consuming LLM API res...,"Automation, Schema, Scheduling, cisco, Macros, Analytics, Monitoring, SQL",2 weeks ago
Data Analyst,Share India Fincap Pvt Ltd.,2-5 Yrs,3.5-5 Lacs PA,Noida(Sector 64),Hiring: Power BI Developer/Data Analyst (Microfinance Analytics) To join our team in *...,"Power Bi, Dax Queries, Financial Analysis, Financial Reporting, Oracle SQL, Python Framework, Python Data Analytics, Technical Analysis",3 weeks ago
Data Analyst,Wipro,2-4 Yrs,5-12 Lacs PA,Hybrid - Bengaluru,Shift Timings - 12pm to 9pm or 2 PM to 11 PM. The successful candidate must have: . MBA...,"Finance, Tableau Reporting, Tableau, Data, Reporting, Data analysis",3+ weeks ago
